category	playlist_title	playlist_index	video_id	title	url	source_line
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	52	VEzA5G7_GJI	#37. String | Java Programming Basics Course From A to Z for Beginners	https://www.youtube.com/watch?v=VEzA5G7_GJI	52
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	54	jk82QXsgk_E	#39. Regular Expression | Java Basics Course From A to Z for Beginners	https://www.youtube.com/watch?v=jk82QXsgk_E	54
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	57	pXzRhD4Vu2s	#41. Java Inheritance - Kế Thừa | Khóa Học Java Cơ Bản Từ A tới Z cho Beginner	https://www.youtube.com/watch?v=pXzRhD4Vu2s	57
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	60	yMRSXK9dfp8	#43. Abstract Class (Basic) | Khóa Học Java Cơ Bản Từ A tới Z cho Beginner	https://www.youtube.com/watch?v=yMRSXK9dfp8	60
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	61	vIob6cVNufw	#44. Java Polymorphism | Java Basic Course from A to Z for Beginners	https://www.youtube.com/watch?v=vIob6cVNufw	61
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	64	eRj_XQawcBg	#47. Interface Trong Java | Khóa Học Java Cơ Bản Từ A tới Z cho Beginner	https://www.youtube.com/watch?v=eRj_XQawcBg	64
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	69	xN_DF0FRx7A	#52. Try...Catch Xử Lý Exception | Khóa Học Java Cơ Bản Từ A tới Z cho Beginner	https://www.youtube.com/watch?v=xN_DF0FRx7A	69
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	71	MI8HCOGGqGg	#54. Throws and Throw Keywords | Java Programming Course for Beginners from A to Z	https://www.youtube.com/watch?v=MI8HCOGGqGg	71
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	74	UfXnEVpJglg	#57. Overview of Java IO (Stream) | Java Basics Course From A to Z for Beginners	https://www.youtube.com/watch?v=UfXnEVpJglg	74
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	76	GgAsaNcxdwY	#59. Example of Read/Write File with Java | Basic Java Course From A to Z for Beginners	https://www.youtube.com/watch?v=GgAsaNcxdwY	76
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	78	9M0UjGVZaDY	#61. Processes and Threads | Khóa Học Java Cơ Bản Từ A tới Z cho Beginner	https://www.youtube.com/watch?v=9M0UjGVZaDY	78
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	79	WhKzTzadggg	#62. Thread Objects | Basic Java Course from A to Z for Beginners	https://www.youtube.com/watch?v=WhKzTzadggg	79
Java Core	Tự Học Java Core Từ A tới Z Dành cho Beginners | Hỏi Dân IT	81	pV45eVVcuYc	[FULL] Chia Sẻ Lộ Trình Tự Học Java Spring - Spring Boot Từ Số 0 Dành Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=pV45eVVcuYc	81
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	01	ZEJ6MKuUZds	[CTDL & GT]. Buổi 1. Vector, Iterator, Pair, Set Trong C++	https://www.youtube.com/watch?v=ZEJ6MKuUZds	83
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	02	Pju2Y69Q6ew	[CTDL & GT]. Buổi 2. Hàm sort, binary_search, lower_bound, upper_bound	https://www.youtube.com/watch?v=Pju2Y69Q6ew	84
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	03	0_4s88NLOmw	[CTDL & GT]. Buổi 3. String Và Các Dạng Bài Tập Xử Lý Xâu Thường Gặp	https://www.youtube.com/watch?v=0_4s88NLOmw	85
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	04	sdosjI25u5c	[CTDL & GT]. Buổi 4. Mảng Cộng Dồn, Mảng Hiệu, Kỹ Thuật Loang Trên Mảng 2 Chiều	https://www.youtube.com/watch?v=sdosjI25u5c	86
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	05	OEtmPRXhEwA	#30 [C++]. Hướng Dẫn Giải Bài Tập Thuật Toán Sinh Kế Tiếp	https://www.youtube.com/watch?v=OEtmPRXhEwA	87
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	06	MoD_cqJ9s6g	#33 [C++]. Double-Ended Queue Data Structure | Deque In C++	https://www.youtube.com/watch?v=MoD_cqJ9s6g	88
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	07	DRcAJNhtwbY	#34 [C++]. Cấu Trúc Dữ Liệu Hàng Đợi Ưu Tiên | Priority_queue trong C++	https://www.youtube.com/watch?v=DRcAJNhtwbY	89
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	08	MQZ1TH0l7sk	#31 [C++]. Cấu Trúc Dữ Liệu Ngăn Xếp Ngôn Ngữ Lập Trình C++ | Cách Hoạt Động của CTDL Ngăn Xếp	https://www.youtube.com/watch?v=MQZ1TH0l7sk	90
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	09	gYG70ULXbW4	#32 [C++]. Queue Data Structures in C++ | How Queues Work	https://www.youtube.com/watch?v=gYG70ULXbW4	91
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	10	XUx3iJVPdxA	#35 [C++]. Kỹ Thuật Cửa Sổ Trượt | Sliding Window	https://www.youtube.com/watch?v=XUx3iJVPdxA	92
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	11	PPyw2vp6SIU	#36 [C++]. Kỹ thuật Hai Con Trỏ | Two Pointers Trong C++	https://www.youtube.com/watch?v=PPyw2vp6SIU	93
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	12	mdG5TEiJTx8	#46. [C++]. Danh Sách Liên Kết Đơn Ngôn Ngữ Lập Trình C++| Quản Lý Sinh Viên Bằng Danh Sách Liên Kết	https://www.youtube.com/watch?v=mdG5TEiJTx8	94
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	13	efpaZznImN4	#47 [C++]. Thuật Toán Quay Lui | Bài Toán N Quân Hậu Ngôn Ngữ Lập Trình C++	https://www.youtube.com/watch?v=efpaZznImN4	95
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	14	pIsOTB43pXc	Bài Toán Người Du Lịch | Thuật Toán Quay Lui Nhánh Cận	https://www.youtube.com/watch?v=pIsOTB43pXc	96
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	15	27zXJOmns1M	[CTDL & GT]. Cây Phân Đoạn - Segment Tree	https://www.youtube.com/watch?v=27zXJOmns1M	97
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	17	pGa4PfLLHx8	[CTDL & GT]. Một Số Dạng Bài Về Sắp Xếp Và Tìm Kiếm - Tìm Kiếm Nhị Phân Kết Quả	https://www.youtube.com/watch?v=pGa4PfLLHx8	99
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	19	DMrd-RnLeJI	#23 [Lý thuyết đồ thị | Toán rời rạc]. Thuật toán Bellman-Ford - Tìm đường đi ngắn nhất trên đồ thị	https://www.youtube.com/watch?v=DMrd-RnLeJI	101
DSA	CẤU TRÚC DỮ LIỆU VÀ GIẢI THUẬT	21	KXsfp8YiucE	[DSA]. The Count Islands problem and the Flood Fill algorithm.	https://www.youtube.com/watch?v=KXsfp8YiucE	103
JavaScript	Javascript Cơ Bản	001	0SJE9dYdpps	Javascript có thể làm được gì? Giới thiệu về trang F8 | Học lập trình Javascript cơ bản	https://www.youtube.com/watch?v=0SJE9dYdpps	104
JavaScript	Javascript Cơ Bản	005	CLbx37dqYEI	Khai báo biến | Làm quen với cú pháp trong JavaScript	https://www.youtube.com/watch?v=CLbx37dqYEI	108
JavaScript	Javascript Cơ Bản	017	P-fMQ3elxSE	Kiểu dữ liệu trong JavaScript | Các kiểu dữ liệu JS	https://www.youtube.com/watch?v=P-fMQ3elxSE	120
JavaScript	Javascript Cơ Bản	020	6F_dajRCC9Q	Chuỗi trong JavaScript | JavaScript String	https://www.youtube.com/watch?v=6F_dajRCC9Q	123
JavaScript	Javascript Cơ Bản	023	YzO65uOJNMg	Mảng trong JavaScript | JavaScript array	https://www.youtube.com/watch?v=YzO65uOJNMg	126
JavaScript	Javascript Cơ Bản	025	4g9ENVc2KLA	Hàm trong JavaScript | JavaScript function	https://www.youtube.com/watch?v=4g9ENVc2KLA	128
JavaScript	Javascript Cơ Bản	031	orIXdOPFWeM	Object trong JavaScript | Khái niệm object	https://www.youtube.com/watch?v=orIXdOPFWeM	134
JavaScript	Javascript Cơ Bản	038	1zeMUJeBkeA	Vòng lặp trong JavaScript | JavaScript Loop	https://www.youtube.com/watch?v=1zeMUJeBkeA	141
JavaScript	Javascript Cơ Bản	049	AT-yhX26_Ao	Làm việc với mảng trong JavaScript | Array methods (Phần 2)	https://www.youtube.com/watch?v=AT-yhX26_Ao	152
JavaScript	Javascript Cơ Bản	050	-xZkVmkDwbU	Array map method trong JavaScript | Làm việc với mảng	https://www.youtube.com/watch?v=-xZkVmkDwbU	153
JavaScript	Javascript Cơ Bản	051	-JMh3A556cw	Phương thức reduce khi làm việc với array | JavaScript array reduce() method	https://www.youtube.com/watch?v=-JMh3A556cw	154
JavaScript	Javascript Cơ Bản	055	W8vJ-yOtSbE	Hiểu về Javascript Callback Functions | Callback Trong Javascript | Javascript Callback	https://www.youtube.com/watch?v=W8vJ-yOtSbE	158
JavaScript	Javascript Cơ Bản	062	ZwbBiGf35V4	What is Recursion? Learn about Recursion in JavaScript | Recursive Function	https://www.youtube.com/watch?v=ZwbBiGf35V4	165
JavaScript	Javascript Cơ Bản	063	TsTr-tKCREc	What is HTML DOM? | JavaScript HTML DOM	https://www.youtube.com/watch?v=TsTr-tKCREc	166
JavaScript	Javascript Cơ Bản	066	gETNXKi3l_U	Lấy element trong DOM | Get element methods	https://www.youtube.com/watch?v=gETNXKi3l_U	169
JavaScript	Javascript Cơ Bản	072	SXW4QSjk4Js	Thêm element vào element trong DOM | InnerHTML property | OuterHTML property	https://www.youtube.com/watch?v=SXW4QSjk4Js	175
JavaScript	Javascript Cơ Bản	076	AA3WWZAMv_0	DOM events	https://www.youtube.com/watch?v=AA3WWZAMv_0	179
JavaScript	Javascript Cơ Bản	079	U624VLOxiTo	Event listener | add & removeEventListener	https://www.youtube.com/watch?v=U624VLOxiTo	182
JavaScript	Javascript Cơ Bản	087	Uph14HYkgEQ	JSON là gì? JSON được sử dụng như thế nào trong JavaScript?	https://www.youtube.com/watch?v=Uph14HYkgEQ	190
JavaScript	Javascript Cơ Bản	088	QJmNEqy0zV0	Promise (sync async) trong JavaScript | Khái niệm promise	https://www.youtube.com/watch?v=QJmNEqy0zV0	191
JavaScript	Javascript Cơ Bản	090	_4F8ihblZFU	Promise trong Javascript | Cách sử dụng Promise | JavaScript Promise	https://www.youtube.com/watch?v=_4F8ihblZFU	193
JavaScript	Javascript Cơ Bản	093	MFDXxCNqjKQ	Learn JavaScript ECMAScript 6 | ES6	https://www.youtube.com/watch?v=MFDXxCNqjKQ	196
JavaScript	Javascript Cơ Bản	095	9QeNLypIiZs	Arrow function in JavaScript ES6 | Arrow function concept	https://www.youtube.com/watch?v=9QeNLypIiZs	198
JavaScript	Javascript Cơ Bản	100	J1m4vLDUhEI	Destructuring trong JavaScript ES6	https://www.youtube.com/watch?v=J1m4vLDUhEI	203
JavaScript	Javascript Cơ Bản	103	08lWi4T2Bfg	Module trong JavaScript ES6	https://www.youtube.com/watch?v=08lWi4T2Bfg	206
JavaScript	Javascript Cơ Bản	107	8KkM6JFjJZA	Fetch | Fetch Concept in JavaScript	https://www.youtube.com/watch?v=8KkM6JFjJZA	210
JavaScript	Javascript Cơ Bản	109	CvX_5uyUXSs	Using Postman to work with REST API	https://www.youtube.com/watch?v=CvX_5uyUXSs	212
JavaScript	Javascript Cơ Bản	110	TRjVXmk8q8I	Add/edit/delete courses with Fetch and REST API	https://www.youtube.com/watch?v=TRjVXmk8q8I	213
JavaScript	Javascript Cơ Bản	113	vAecGPWxzFE	Code Music Player Xịn Xò Từ A-Z | Thực hành JavaScript | Code trình phát nhạc	https://www.youtube.com/watch?v=vAecGPWxzFE	216
JavaScript	Javascript Cơ Bản	115	UajBbcr8sfc	Code Todo List Bằng Library Xịn Xò Của Chúng Ta | Todo List App | Thực hành JavaScript cơ bản	https://www.youtube.com/watch?v=UajBbcr8sfc	218
React Hooks	✅ Học React Hooks cơ bản (2020)	01	unFHsn0qSMA	React hooks - Giới thiệu tổng quát về hooks (2020)	https://www.youtube.com/watch?v=unFHsn0qSMA	221
React Hooks	✅ Học React Hooks cơ bản (2020)	03	_D16z1kL0wo	React hooks: 02 - useState() and what you need to know 😊 (2020)	https://www.youtube.com/watch?v=_D16z1kL0wo	223
React Hooks	✅ Học React Hooks cơ bản (2020)	04	SIAGpAaLSaI	React hooks: 03 - Dùng useState() qua ví dụ đơn giản (2020)	https://www.youtube.com/watch?v=SIAGpAaLSaI	224
React Hooks	✅ Học React Hooks cơ bản (2020)	05	G27sfcWlMzc	React hooks: 04 - useState() via TodoList example (2020)	https://www.youtube.com/watch?v=G27sfcWlMzc	225
React Hooks	✅ Học React Hooks cơ bản (2020)	06	HbERbcazLhY	React Hooks: 05 - useState() via TodoForm example (2020)	https://www.youtube.com/watch?v=HbERbcazLhY	226
React Hooks	✅ Học React Hooks cơ bản (2020)	07	zjUC_W7IOIc	React hooks: 06 - Những điều cần biết về useEffect hooks 🎉	https://www.youtube.com/watch?v=zjUC_W7IOIc	227
React Hooks	✅ Học React Hooks cơ bản (2020)	08	4a1_is2OdLY	React hooks: 07 - Calling APIs with useEffect hooks (2020) 🎉	https://www.youtube.com/watch?v=4a1_is2OdLY	228
React Hooks	✅ Học React Hooks cơ bản (2020)	09	jwfjgRBcUgE	React hooks: 08 - Pagination with useEffect hooks (2020) 😍	https://www.youtube.com/watch?v=jwfjgRBcUgE	229
React Hooks	✅ Học React Hooks cơ bản (2020)	10	WF3pUtvC01M	React hooks: 09 - useEffect search có debounce 😍 (2020)	https://www.youtube.com/watch?v=WF3pUtvC01M	230
React Hooks	✅ Học React Hooks cơ bản (2020)	11	QbC4LwsD1rw	React hooks: 10 - useEffect cleanup with clock code (2020)	https://www.youtube.com/watch?v=QbC4LwsD1rw	231
React Hooks	✅ Học React Hooks cơ bản (2020)	12	8Ee__cUapdg	React Hooks: 11 - Introduction to Custom Hooks (2020) 🚀	https://www.youtube.com/watch?v=8Ee__cUapdg	232
React Hooks	✅ Học React Hooks cơ bản (2020)	14	k2P78S4YllE	React hooks: 13 - Code a custom hooks from scratch (2020) 🎉	https://www.youtube.com/watch?v=k2P78S4YllE	234
React Hooks	✅ Học React Hooks cơ bản (2020)	15	EGVhrE6VuNM	React hooks: 14 - Introduction to Memoization and React.memo (2020) 🎉	https://www.youtube.com/watch?v=EGVhrE6VuNM	235
React Hooks	✅ Học React Hooks cơ bản (2020)	16	quS95gJdxsc	React hooks: 15 - So sánh useCallback và useMemo 😎 (2020)	https://www.youtube.com/watch?v=quS95gJdxsc	236
React Hooks	✅ Học React Hooks cơ bản (2020)	17	kp4fuB-0TBw	useRef hook: Get the previous value of the state 🎉	https://www.youtube.com/watch?v=kp4fuB-0TBw	237
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	022	mAMrnCFRH-Y	#14 Bắt Đầu Với Git Siêu Căn Bản Cho Beginners - Đẩy Project Lên Github - Bài 03	https://www.youtube.com/watch?v=mAMrnCFRH-Y	259
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	023	Hfb76A34mBc	#15 Tại Sao Lại Là Node.JS - Những Điều Bạn Phải Biết Trước Khi Sử Dụng Platform Này.	https://www.youtube.com/watch?v=Hfb76A34mBc	260
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	026	5Pb-z9DQjDw	#17.2 Bắt đầu với Express Framework - Viết Chương Trình Hello world với Node.js	https://www.youtube.com/watch?v=5Pb-z9DQjDw	263
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	027	Tw8Vyz7dVgc	#18 Áp Dụng Mô Hình MVC vào Dự Án Node.JS	https://www.youtube.com/watch?v=Tw8Vyz7dVgc	264
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	028	rfEUpJ18x7A	#19 Cài đặt cơ sở dữ liệu MySQL với XAMPP - Cấu hình cơ sở dữ liệu  database cho Node.JS phần 1	https://www.youtube.com/watch?v=rfEUpJ18x7A	265
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	029	Wtt5uC4HWAA	#20 Tạo tables, thêm dữ liệu database với Sequelize CLI - Cấu hình database cho Node.JS phần 2	https://www.youtube.com/watch?v=Wtt5uC4HWAA	266
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	030	B4sy3DL4IX0	#21 Kết Nối Tới MySQL Database với Sequelize - Render Dữ Liệu Ra View | Cấu hình cho Node.JS phần 3	https://www.youtube.com/watch?v=B4sy3DL4IX0	267
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	031	Lzu2Weq8edE	#22 Database Analysis of Medical Appointment Backend Project | Node.JS Configuration Part 4	https://www.youtube.com/watch?v=Lzu2Weq8edE	268
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	032	_YEKpvabzCQ	#23 Creating All Models, Migrations, and Seeders for the Medical Appointment Booking Project - Pa...	https://www.youtube.com/watch?v=_YEKpvabzCQ	269
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	034	ExIXyILeOyc	#25 CRUD với Node.js và Sequelize - Sử Dụng ORM Để Tạo Dữ Liệu Mới Vào Database (Create) - Phần 1	https://www.youtube.com/watch?v=ExIXyILeOyc	271
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	035	aBKOMmItvpQ	#26 CRUD with Node.js and Sequelize - Using ORM to Display Data (Read) - Part 2	https://www.youtube.com/watch?v=aBKOMmItvpQ	272
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	036	OvtT3pafVl4	#27 CRUD với Node.js và Sequelize - Sử Dụng ORM Để  Sửa Dữ liệu (Edit) - Phần 3	https://www.youtube.com/watch?v=OvtT3pafVl4	273
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	037	Yc1IHjNY8XI	#28 CRUD với Node.js và Sequelize - Sử Dụng ORM Để  Xóa Dữ liệu (Delete) - Phần 4	https://www.youtube.com/watch?v=Yc1IHjNY8XI	274
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	038	L3Z4KfyCZOI	#29 Concepts Cover - APIs, JSON, Object Javascript Là Gì ? Hướng Dẫn Cài Đặt Postman Để Test APIs	https://www.youtube.com/watch?v=L3Z4KfyCZOI	275
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	042	AAAKXp2wa-0	#32 Explaining React.JS Project Structure | Things You Need to Know Before Following This Course	https://www.youtube.com/watch?v=AAAKXp2wa-0	279
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	043	W8vG4iOY8Hc	#33 Tạo Form Login Responsive Với React.js | React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=W8vG4iOY8Hc	280
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	044	rgSgSe1QUqU	#34 Using State and How to Handle Events OnClick, OnChange with React | React.JS for Beginners	https://www.youtube.com/watch?v=rgSgSe1QUqU	281
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	045	YqAU7T-BoDE	"#35  Viết APIs ""Chuẩn MEN"" với Node.js | Cách viết REST APIs cho Người Mới Bắt Đầu"	https://www.youtube.com/watch?v=YqAU7T-BoDE	282
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	047	PLY0jr90DmI	#36 Hoàn Thiện Chức Năng Đăng Nhập Kết Hợp React.Js Và Node.js | React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=PLY0jr90DmI	284
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	048	pgZev-Y15EM	#37 CRUD với ReactJS Phần 1 - Viết API Lấy Tất Cả Thông Tin Người Dùng | React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=pgZev-Y15EM	285
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	050	due4C4J53gs	#39 CRUD với React 3 | Viết API Thêm, Sửa, Xóa Người Dùng | React.JS Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=due4C4J53gs	287
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	079	t_cedTldfjs	#68 Sequelize Relationship - Tìm Hiểu Quan Hệ Giữa Các Model & Database |React Cho Người Mới Bắt Đầu	https://www.youtube.com/watch?v=t_cedTldfjs	316
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	097	0GL--Adfqhc	#86 Configuring Appointment Booking Email Notifications with NodeMailer | Redux - React for Begin...	https://www.youtube.com/watch?v=0GL--Adfqhc	334
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	113	-cg9dq-Jq2M	INTRODUCING FULLSTACK JWT SERIES - React & Node.JS | Learn Fullstack Javascript with Ask IT People	https://www.youtube.com/watch?v=-cg9dq-Jq2M	350
Fullstack/SERN	Khóa học Fullstack SERN (SQL, Express.js, React.js, Node.js) Web Developer  Miễn Phí với Hỏi Dân IT	115	w946spjx_z0	Docker Practice 01 - Preparing Production Environment | Fullstack Course SERN clone Bookingcare	https://www.youtube.com/watch?v=w946spjx_z0	352
