video_id	url	result	availability	embeddable	age_limit	duration_seconds	title
ZEJ6MKuUZds	https://www.youtube.com/watch?v=ZEJ6MKuUZds	ELIGIBLE	public	True	0	6714	[CTDL & GT]. Buổi 1. Vector, Iterator, Pair, Set Trong C++
Pju2Y69Q6ew	https://www.youtube.com/watch?v=Pju2Y69Q6ew	ELIGIBLE	public	True	0	6444	[CTDL & GT]. Buổi 2. Hàm sort, binary_search, lower_bound, upper_bound
0_4s88NLOmw	https://www.youtube.com/watch?v=0_4s88NLOmw	ELIGIBLE	public	True	0	6564	[CTDL & GT]. Buổi 3. String Và Các Dạng Bài Tập Xử Lý Xâu Thường Gặp
sdosjI25u5c	https://www.youtube.com/watch?v=sdosjI25u5c	ELIGIBLE	public	True	0	6576	[CTDL & GT]. Buổi 4. Mảng Cộng Dồn, Mảng Hiệu, Kỹ Thuật Loang Trên Mảng 2 Chiều
OEtmPRXhEwA	https://www.youtube.com/watch?v=OEtmPRXhEwA	ELIGIBLE	public	True	0	5113	#30 [C++]. Hướng Dẫn Giải Bài Tập Thuật Toán Sinh Kế Tiếp
MoD_cqJ9s6g	https://www.youtube.com/watch?v=MoD_cqJ9s6g	ELIGIBLE	public	True	0	2231	#33 [C++]. Cấu Trúc Dữ Liệu Hàng Đợi Hai Đầu | Deque In C++
DRcAJNhtwbY	https://www.youtube.com/watch?v=DRcAJNhtwbY	ELIGIBLE	public	True	0	1665	#34 [C++]. Cấu Trúc Dữ Liệu Hàng Đợi Ưu Tiên | Priority_queue trong C++
MQZ1TH0l7sk	https://www.youtube.com/watch?v=MQZ1TH0l7sk	ELIGIBLE	public	True	0	3004	#31 [C++]. Cấu Trúc Dữ Liệu Ngăn Xếp Ngôn Ngữ Lập Trình C++ | Cách Hoạt Động của CTDL Ngăn Xếp
gYG70ULXbW4	https://www.youtube.com/watch?v=gYG70ULXbW4	ELIGIBLE	public	True	0	4107	#32 [C++]. Cấu Trúc Dữ Liệu Hàng Đợi Trong C++ | Cách Hoạt Động Của Hàng Đợi (Queue)
XUx3iJVPdxA	https://www.youtube.com/watch?v=XUx3iJVPdxA	ELIGIBLE	public	True	0	2566	#35 [C++]. Kỹ Thuật Cửa Sổ Trượt | Sliding Window
PPyw2vp6SIU	https://www.youtube.com/watch?v=PPyw2vp6SIU	ELIGIBLE	public	True	0	4922	#36 [C++]. Kỹ thuật Hai Con Trỏ | Two Pointers Trong C++
mdG5TEiJTx8	https://www.youtube.com/watch?v=mdG5TEiJTx8	ELIGIBLE	public	True	0	5968	#46. [C++]. Danh Sách Liên Kết Đơn Ngôn Ngữ Lập Trình C++| Quản Lý Sinh Viên Bằng Danh Sách Liên Kết
efpaZznImN4	https://www.youtube.com/watch?v=efpaZznImN4	ELIGIBLE	public	True	0	4451	#47 [C++]. Thuật Toán Quay Lui | Bài Toán N Quân Hậu Ngôn Ngữ Lập Trình C++
pIsOTB43pXc	https://www.youtube.com/watch?v=pIsOTB43pXc	ELIGIBLE	public	True	0	2232	Bài Toán Người Du Lịch | Thuật Toán Quay Lui Nhánh Cận
27zXJOmns1M	https://www.youtube.com/watch?v=27zXJOmns1M	ELIGIBLE	public	True	0	4113	[CTDL & GT]. Cây Phân Đoạn - Segment Tree
pGa4PfLLHx8	https://www.youtube.com/watch?v=pGa4PfLLHx8	ELIGIBLE	public	True	0	6669	[CTDL & GT]. Một Số Dạng Bài Về Sắp Xếp Và Tìm Kiếm - Tìm Kiếm Nhị Phân Kết Quả
DMrd-RnLeJI	https://www.youtube.com/watch?v=DMrd-RnLeJI	ELIGIBLE	public	True	0	1680	#23 [Lý thuyết đồ thị | Toán rời rạc]. Thuật toán Bellman-Ford - Tìm đường đi ngắn nhất trên đồ thị
KXsfp8YiucE	https://www.youtube.com/watch?v=KXsfp8YiucE	ELIGIBLE	public	True	0	1072	[CTDL & GT]. Bài toán Count Island và thuật toán Flood Fill.
0SJE9dYdpps	https://www.youtube.com/watch?v=0SJE9dYdpps	ELIGIBLE	public	True	0	473	Javascript có thể làm được gì? Giới thiệu về trang F8 | Học lập trình Javascript cơ bản
CLbx37dqYEI	https://www.youtube.com/watch?v=CLbx37dqYEI	ELIGIBLE	public	True	0	246	Khai báo biến | Làm quen với cú pháp trong JavaScript
P-fMQ3elxSE	https://www.youtube.com/watch?v=P-fMQ3elxSE	ELIGIBLE	public	True	0	1259	Kiểu dữ liệu trong JavaScript | Các kiểu dữ liệu JS
6F_dajRCC9Q	https://www.youtube.com/watch?v=6F_dajRCC9Q	ELIGIBLE	public	True	0	649	Chuỗi trong JavaScript | JavaScript String
YzO65uOJNMg	https://www.youtube.com/watch?v=YzO65uOJNMg	ELIGIBLE	public	True	0	608	Mảng trong JavaScript | JavaScript array
4g9ENVc2KLA	https://www.youtube.com/watch?v=4g9ENVc2KLA	ELIGIBLE	public	True	0	430	Hàm trong JavaScript | JavaScript function
orIXdOPFWeM	https://www.youtube.com/watch?v=orIXdOPFWeM	ELIGIBLE	public	True	0	697	Object trong JavaScript | Khái niệm object
1zeMUJeBkeA	https://www.youtube.com/watch?v=1zeMUJeBkeA	ELIGIBLE	public	True	0	149	Vòng lặp trong JavaScript | JavaScript Loop
AT-yhX26_Ao	https://www.youtube.com/watch?v=AT-yhX26_Ao	ELIGIBLE	public	True	0	873	Làm việc với mảng trong JavaScript | Array methods (Phần 2)
-xZkVmkDwbU	https://www.youtube.com/watch?v=-xZkVmkDwbU	ELIGIBLE	public	True	0	725	Array map method trong JavaScript | Làm việc với mảng
-JMh3A556cw	https://www.youtube.com/watch?v=-JMh3A556cw	ELIGIBLE	public	True	0	1422	Phương thức reduce khi làm việc với array | JavaScript array reduce() method
W8vJ-yOtSbE	https://www.youtube.com/watch?v=W8vJ-yOtSbE	ELIGIBLE	public	True	0	311	Hiểu về Javascript Callback Functions | Callback Trong Javascript | Javascript Callback
ZwbBiGf35V4	https://www.youtube.com/watch?v=ZwbBiGf35V4	ELIGIBLE	public	True	0	1623	Đệ quy là gì? Học về đệ quy trong JavaScript | Recursive Function
TsTr-tKCREc	https://www.youtube.com/watch?v=TsTr-tKCREc	ELIGIBLE	public	True	0	976	HTML DOM là gì? | JavaScript HTML DOM
gETNXKi3l_U	https://www.youtube.com/watch?v=gETNXKi3l_U	ELIGIBLE	public	True	0	1509	Lấy element trong DOM | Get element methods
SXW4QSjk4Js	https://www.youtube.com/watch?v=SXW4QSjk4Js	ELIGIBLE	public	True	0	723	Thêm element vào element trong DOM | InnerHTML property | OuterHTML property
AA3WWZAMv_0	https://www.youtube.com/watch?v=AA3WWZAMv_0	ELIGIBLE	public	True	0	1618	DOM events
U624VLOxiTo	https://www.youtube.com/watch?v=U624VLOxiTo	ELIGIBLE	public	True	0	1013	Event listener | add & removeEventListener
Uph14HYkgEQ	https://www.youtube.com/watch?v=Uph14HYkgEQ	ELIGIBLE	public	True	0	1035	JSON là gì? JSON được sử dụng như thế nào trong JavaScript?
QJmNEqy0zV0	https://www.youtube.com/watch?v=QJmNEqy0zV0	ELIGIBLE	public	True	0	816	Promise (sync async) trong JavaScript | Khái niệm promise
_4F8ihblZFU	https://www.youtube.com/watch?v=_4F8ihblZFU	ELIGIBLE	public	True	0	902	Promise trong Javascript | Cách sử dụng Promise | JavaScript Promise
MFDXxCNqjKQ	https://www.youtube.com/watch?v=MFDXxCNqjKQ	ELIGIBLE	public	True	0	173	Học về JavaScript ECMAScript 6 | ES6
9QeNLypIiZs	https://www.youtube.com/watch?v=9QeNLypIiZs	ELIGIBLE	public	True	0	516	Arrow function trong JavaScript ES6 | Khái niệm arrow function
J1m4vLDUhEI	https://www.youtube.com/watch?v=J1m4vLDUhEI	ELIGIBLE	public	True	0	800	Destructuring trong JavaScript ES6
08lWi4T2Bfg	https://www.youtube.com/watch?v=08lWi4T2Bfg	ELIGIBLE	public	True	0	890	Module trong JavaScript ES6
8KkM6JFjJZA	https://www.youtube.com/watch?v=8KkM6JFjJZA	ELIGIBLE	public	True	0	1340	Fetch | Khái niệm Fetch trong JavaScript
CvX_5uyUXSs	https://www.youtube.com/watch?v=CvX_5uyUXSs	ELIGIBLE	public	True	0	1067	Sử dụng Postman làm việc với REST API
TRjVXmk8q8I	https://www.youtube.com/watch?v=TRjVXmk8q8I	ELIGIBLE	public	True	0	1921	Thêm/sửa/xóa khóa học với Fetch và REST API
vAecGPWxzFE	https://www.youtube.com/watch?v=vAecGPWxzFE	ELIGIBLE	public	True	0	6701	Code Music Player Xịn Xò Từ A-Z | Thực hành JavaScript | Code trình phát nhạc
UajBbcr8sfc	https://www.youtube.com/watch?v=UajBbcr8sfc	ELIGIBLE	public	True	0	4440	Code Todo List Bằng Library Xịn Xò Của Chúng Ta | Todo List App | Thực hành JavaScript cơ bản
unFHsn0qSMA	https://www.youtube.com/watch?v=unFHsn0qSMA	ELIGIBLE	public	True	0	510	React hooks - Giới thiệu tổng quát về hooks (2020)
_D16z1kL0wo	https://www.youtube.com/watch?v=_D16z1kL0wo	ELIGIBLE	public	True	0	723	React hooks: 02 - useState() và điều cần lưu ý 😊 (2020)
SIAGpAaLSaI	https://www.youtube.com/watch?v=SIAGpAaLSaI	ELIGIBLE	public	True	0	1239	React hooks: 03 - Dùng useState() qua ví dụ đơn giản (2020)
G27sfcWlMzc	https://www.youtube.com/watch?v=G27sfcWlMzc	ELIGIBLE	public	True	0	1016	React hooks: 04 - useState() qua ví dụ TodoList (2020)
HbERbcazLhY	https://www.youtube.com/watch?v=HbERbcazLhY	ELIGIBLE	public	True	0	1072	React hooks: 05 - useState() qua ví dụ TodoForm (2020)
zjUC_W7IOIc	https://www.youtube.com/watch?v=zjUC_W7IOIc	ELIGIBLE	public	True	0	848	React hooks: 06 - Những điều cần biết về useEffect hooks 🎉
4a1_is2OdLY	https://www.youtube.com/watch?v=4a1_is2OdLY	ELIGIBLE	public	True	0	905	React hooks: 07 - Gọi API với useEffect hooks (2020) 🎉
jwfjgRBcUgE	https://www.youtube.com/watch?v=jwfjgRBcUgE	ELIGIBLE	public	True	0	1049	React hooks: 08 - Pagination với useEffect hooks (2020) 😍
WF3pUtvC01M	https://www.youtube.com/watch?v=WF3pUtvC01M	ELIGIBLE	public	True	0	1060	React hooks: 09 - useEffect search có debounce 😍 (2020)
QbC4LwsD1rw	https://www.youtube.com/watch?v=QbC4LwsD1rw	ELIGIBLE	public	True	0	807	React hooks: 10 - useEffect cleanup với code đồng hồ (2020)
8Ee__cUapdg	https://www.youtube.com/watch?v=8Ee__cUapdg	ELIGIBLE	public	True	0	641	React hooks: 11 - Giới thiệu tổng quát custom hooks (2020) 🚀
k2P78S4YllE	https://www.youtube.com/watch?v=k2P78S4YllE	ELIGIBLE	public	True	0	976	React hooks: 13 - Code a custom hooks from scratch (2020) 🎉
EGVhrE6VuNM	https://www.youtube.com/watch?v=EGVhrE6VuNM	ELIGIBLE	public	True	0	1019	React hooks: 14 - Giới thiệu Memoization và React.memo (2020) 🎉
quS95gJdxsc	https://www.youtube.com/watch?v=quS95gJdxsc	ELIGIBLE	public	True	0	810	React hooks: 15 - So sánh useCallback và useMemo 😎 (2020)
kp4fuB-0TBw	https://www.youtube.com/watch?v=kp4fuB-0TBw	ELIGIBLE	public	True	0	519	useRef hook: Lấy giá trị trước đó của state 🎉
mAMrnCFRH-Y	https://www.youtube.com/watch?v=mAMrnCFRH-Y	ELIGIBLE	public	True	0	1049	#14 Bắt Đầu Với Git Siêu Căn Bản Cho Beginners - Đẩy Project Lên Github - Bài 03
Hfb76A34mBc	https://www.youtube.com/watch?v=Hfb76A34mBc	ELIGIBLE	public	True	0	618	#15 Tại Sao Lại Là Node.JS - Những Điều Bạn Phải Biết Trước Khi Sử Dụng Platform Này.
5Pb-z9DQjDw	https://www.youtube.com/watch?v=5Pb-z9DQjDw	ELIGIBLE	public	True	0	2346	#17.2 Bắt đầu với Express Framework - Viết Chương Trình Hello world với Node.js
Tw8Vyz7dVgc	https://www.youtube.com/watch?v=Tw8Vyz7dVgc	ELIGIBLE	public	True	0	962	#18 Áp Dụng Mô Hình MVC vào Dự Án Node.JS
rfEUpJ18x7A	https://www.youtube.com/watch?v=rfEUpJ18x7A	ELIGIBLE	public	True	0	889	#19 Cài đặt cơ sở dữ liệu MySQL với XAMPP - Cấu hình cơ sở dữ liệu  database cho Node.JS phần 1
Wtt5uC4HWAA	https://www.youtube.com/watch?v=Wtt5uC4HWAA	ELIGIBLE	public	True	0	1757	#20 Tạo tables, thêm dữ liệu database với Sequelize CLI - Cấu hình database cho Node.JS phần 2
B4sy3DL4IX0	https://www.youtube.com/watch?v=B4sy3DL4IX0	ELIGIBLE	public	True	0	1658	#21 Kết Nối Tới MySQL Database với Sequelize - Render Dữ Liệu Ra View | Cấu hình cho Node.JS phần 3
Lzu2Weq8edE	https://www.youtube.com/watch?v=Lzu2Weq8edE	ELIGIBLE	public	True	0	538	#22 Phân Tích Cơ Sở Dữ Liệu  Dự Án Backend Đặt Lịch Khám Bệnh | Cấu hình cho Node.JS phần 4
_YEKpvabzCQ	https://www.youtube.com/watch?v=_YEKpvabzCQ	ELIGIBLE	public	True	0	4315	#23 Tạo Tất Cả Models, Migrations và Seeders Cho Dự Án Đặt Lịch Khám Bệnh - Phần 1
ExIXyILeOyc	https://www.youtube.com/watch?v=ExIXyILeOyc	ELIGIBLE	public	True	0	3453	#25 CRUD với Node.js và Sequelize - Sử Dụng ORM Để Tạo Dữ Liệu Mới Vào Database (Create) - Phần 1
aBKOMmItvpQ	https://www.youtube.com/watch?v=aBKOMmItvpQ	ELIGIBLE	public	True	0	1868	#26 CRUD với Node.js và Sequelize - Sử Dụng ORM Để  Hiển Thị Dữ liệu (Read) - Phần 2
OvtT3pafVl4	https://www.youtube.com/watch?v=OvtT3pafVl4	ELIGIBLE	public	True	0	3261	#27 CRUD với Node.js và Sequelize - Sử Dụng ORM Để  Sửa Dữ liệu (Edit) - Phần 3
Yc1IHjNY8XI	https://www.youtube.com/watch?v=Yc1IHjNY8XI	ELIGIBLE	public	True	0	1250	#28 CRUD với Node.js và Sequelize - Sử Dụng ORM Để  Xóa Dữ liệu (Delete) - Phần 4
L3Z4KfyCZOI	https://www.youtube.com/watch?v=L3Z4KfyCZOI	ELIGIBLE	public	True	0	1321	#29 Concepts Cover - APIs, JSON, Object Javascript Là Gì ? Hướng Dẫn Cài Đặt Postman Để Test APIs
AAAKXp2wa-0	https://www.youtube.com/watch?v=AAAKXp2wa-0	ELIGIBLE	public	True	0	780	#32 Giải thích Cấu Trúc Dự Án React.JS | Những Điều Bạn Cần Biết Trước Khi Follow Khóa Học Này
W8vG4iOY8Hc	https://www.youtube.com/watch?v=W8vG4iOY8Hc	ELIGIBLE	public	True	0	3832	#33 Tạo Form Login Responsive Với React.js | React Cho Người Mới Bắt Đầu
rgSgSe1QUqU	https://www.youtube.com/watch?v=rgSgSe1QUqU	ELIGIBLE	public	True	0	2394	#34 Sử Dụng State và Cách Xử Lý Sự Kiện Event OnClick, OnChange với React | React.JS cho Người Mới
YqAU7T-BoDE	https://www.youtube.com/watch?v=YqAU7T-BoDE	ELIGIBLE	public	True	0	3746	#35  Viết APIs "Chuẩn MEN" với Node.js | Cách viết REST APIs cho Người Mới Bắt Đầu
PLY0jr90DmI	https://www.youtube.com/watch?v=PLY0jr90DmI	ELIGIBLE	public	True	0	3656	#36 Hoàn Thiện Chức Năng Đăng Nhập Kết Hợp React.Js Và Node.js | React Cho Người Mới Bắt Đầu
pgZev-Y15EM	https://www.youtube.com/watch?v=pgZev-Y15EM	ELIGIBLE	public	True	0	1748	#37 CRUD với ReactJS Phần 1 - Viết API Lấy Tất Cả Thông Tin Người Dùng | React Cho Người Mới Bắt Đầu
due4C4J53gs	https://www.youtube.com/watch?v=due4C4J53gs	ELIGIBLE	public	True	0	3150	#39 CRUD với React 3 | Viết API Thêm, Sửa, Xóa Người Dùng | React.JS Cho Người Mới Bắt Đầu
t_cedTldfjs	https://www.youtube.com/watch?v=t_cedTldfjs	ELIGIBLE	public	True	0	3857	#68 Sequelize Relationship - Tìm Hiểu Quan Hệ Giữa Các Model & Database |React Cho Người Mới Bắt Đầu
0GL--Adfqhc	https://www.youtube.com/watch?v=0GL--Adfqhc	ELIGIBLE	public	True	0	2447	#86 Cấu Hình Gửi Email Đặt Lịch Khám Bệnh Với NodeMailer | Redux - React Cho Người Mới Bắt Đầu
-cg9dq-Jq2M	https://www.youtube.com/watch?v=-cg9dq-Jq2M	ELIGIBLE	public	True	0	638	GIỚI THIỆU SERIES FULLSTACK  JWT - React & Node.JS | Học Fullstack Javascript cùng Hỏi Dân IT
w946spjx_z0	https://www.youtube.com/watch?v=w946spjx_z0	ELIGIBLE	public	True	0	654	Thực Hành Docker 01 - Chuẩn Bị Môi Trường Production | Khóa Học Fullstack SERN clone Bookingcare
L-Tzu2jT3Dw	https://www.youtube.com/watch?v=L-Tzu2jT3Dw	ELIGIBLE	public	True	0	895	Thực Hành Docker 04 - Build Backend Node.JS/MySQL với Docker Compose | Khóa Học Fullstack SERN
wcQz4gSbSms	https://www.youtube.com/watch?v=wcQz4gSbSms	ELIGIBLE	public	True	0	443	Thực Hành Docker 08 - Nginx/React/Node.JS/MySQL với Docker Compose | Khóa Học Fullstack SERN
776UvQgrGzQ	https://www.youtube.com/watch?v=776UvQgrGzQ	ELIGIBLE	public	True	0	417	Thực Hành Docker 09 - Nginx Reverse Proxy với React/NodeJS cùng Docker | Khóa Học Fullstack SERN
WvAznEDhCdE	https://www.youtube.com/watch?v=WvAznEDhCdE	ELIGIBLE	public	True	0	720	Cài Đặt Database Postgres với pgAdmin Tại môi trường Local
9yjVq9OEEdw	https://www.youtube.com/watch?v=9yjVq9OEEdw	ELIGIBLE	public	True	0	1478	#103 [NEW] - Migrate Database MySQL sang Postgres | Khóa Học SERN - SQL, Express, React & Node.js
NkulG9hH2LI	https://www.youtube.com/watch?v=NkulG9hH2LI	ELIGIBLE	public	True	0	836	#105 [NEW] - Deploy app Node.JS với Render | Khóa Học SERN - SQL, Express, React & Node.js
ncV0OEa9GoQ	https://www.youtube.com/watch?v=ncV0OEa9GoQ	ELIGIBLE	public	True	0	1608	#106 [NEW] - Deploy App React.JS với Vercel | Khóa Học SERN - SQL, Express, React & Node.js
SdcdneSdoV4	https://www.youtube.com/watch?v=SdcdneSdoV4	ELIGIBLE	public	True	0	937	HTTP protocol | Giao thức HTTP | Giao thức truyền tải siêu văn bản
HLEu57iLrRo	https://www.youtube.com/watch?v=HLEu57iLrRo	ELIGIBLE	public	True	0	758	SSR & CSR | Sever side rendering | Client side rendering
Wz6WghmEmFk	https://www.youtube.com/watch?v=Wz6WghmEmFk	ELIGIBLE	public	True	0	697	Basic routing | Kĩ thuật định tuyến trong NodeJS
BbBagzvrSto	https://www.youtube.com/watch?v=BbBagzvrSto	ELIGIBLE	public	True	0	154	GET method | Phương thức GET
6LdwSrTCmo4	https://www.youtube.com/watch?v=6LdwSrTCmo4	ELIGIBLE	public	True	0	667	Query parameters | Chuỗi truy vấn
LlfdqnK28Cg	https://www.youtube.com/watch?v=LlfdqnK28Cg	ELIGIBLE	public	True	0	1066	POST method | Phương thức POST | Giao thức HTTP
N8GhaR7K3tI	https://www.youtube.com/watch?v=N8GhaR7K3tI	ELIGIBLE	public	True	0	328	Mô hình MVC | MVC model
Pd_ZIpCVZPc	https://www.youtube.com/watch?v=Pd_ZIpCVZPc	ELIGIBLE	public	True	0	2680	MVC Routes & Controllers | Mô hình MVC
uAXpEmTZhfA	https://www.youtube.com/watch?v=uAXpEmTZhfA	ELIGIBLE	public	True	0	1883	MVC Model | Xây dựng thành phần Model trong mô hình MVC
nqLXmpEgU2w	https://www.youtube.com/watch?v=nqLXmpEgU2w	ELIGIBLE	public	True	0	1446	[CRUD] Read from DB | Đọc Database | Xây dựng phần trang chủ
bvZ1_P9eCpw	https://www.youtube.com/watch?v=bvZ1_P9eCpw	ELIGIBLE	public	True	0	1731	[CRUD] Create new course | Dựng trang tạo mới khóa học | Thực hành NodeJS
HdVOT7Neh18	https://www.youtube.com/watch?v=HdVOT7Neh18	ELIGIBLE	public	True	0	2346	[CRUD] Update course | Dựng trang chỉnh sửa | Thực hành NodeJS
yt8TemGS3aw	https://www.youtube.com/watch?v=yt8TemGS3aw	ELIGIBLE	public	True	0	2220	[CRUD] Delete course | Tạo chức năng xóa trong trang | Thực hành NodeJS
dstdrBsf7ag	https://www.youtube.com/watch?v=dstdrBsf7ag	ELIGIBLE	public	True	0	2991	Soft delete | Kĩ thuật xóa mềm | Thực hành NodeJS
MJ7JZSW6seA	https://www.youtube.com/watch?v=MJ7JZSW6seA	ELIGIBLE	public	True	0	2650	Sort middleware | Chức năng sắp xếp trang quản lý | Thực hành NodeJS
